ElapsedTime,Epoch,BestDNA,RewardOfBestDNA,CansPickedUpByBest,AvgRewardCurEpoch
7.839995,80,032210246315606155240436325630511404324033601635252543300153406265351345545616143455353230243241142361625153356054345415504543613115064321403042023066402102061130425313455514356454044011324415460451436335145623452333446130416513264650066344544,4.6,0,-5.430867
7.939995,81,032210246315606155240436325630511404324033601635252543300153406265351345545616143455353230243241142361625153356054345415504543613115064321403042023066402102061130425313455514356454044011324415460451436335145623452333446130416513264650066344544,5.05,1,-3.995967
8.039995,82,032210246315606155240436325630511404324033601635252543300153406265351345545616143455353230243241142361625153356054345415504543613115064321403042023066402102061130425313455514356454044011324415460451436335145623452333446130416513264650066344544,4.15,0,-3.180833
8.139996,83,032210246315606155240436325630511404324033601635252543300153406265351345545616143455353230243241142361625153356054345415504543613115064321403042023066402102061130425313455514356454044011324415460451436335145623452333446130416513264650066344544,3.45,0,-2.259633
8.239996,84,032210246315606155240436325630511404324033601635252543300153406265351345545616143455353230243241142361625153356054345415504543613115064321403042023066402102061130425313455514356454044011324415460451436335145623452333446130416513264650066344544,3.95,0,-1.940367
8.339996,85,032210246315606155240436325630511404324033601635252543300153406265351345545616143455353230243241142361625153356054345415504543613115064321403042023066402102061130425313455514356454044011324415460451436335145623452333446130416513264650066344544,4,1,-3.9631
8.439997,86,032210246315606155240436325630511404324033601635252543300153406265351345545616143455353230243241142361625153356054345415504543613115064321403042023066402102061130425313455514356454044011324415460451436335145623452333446130416513264650066344544,3.7,0,-1.320067
8.539997,87,032210246315606155240436325630511404324033601635252543300153406265351345545616143455353230243241142361625153356054345415504543613115064321403042023066402102061130425313455514356454044011324415460451436335145623452333446130416513264650066344544,4.2,1,-2.6851
8.639997,88,032210246315606155240436325630511404324033601635252543300153406265351345545616143455353230243241142361625153356054345415504543613115064321403042023066402102061130425313455514356454044011324415460451436335145623452333446130416513264650066344544,4.6,0,-1.488033
8.739998,89,032210246315606155240436325630511404324033601635252543300153406265351345545616143455353230243241142361625153356054345415504543613115064321403042023066402102061130425313455514356454044011324415460451436335145623452333446130416513264650066344544,4.3,1,-3.550233
